"","URN","not_sustained_rate","urban_rural","denomination","FSM","White_British","region_name","school_name","headcount","susp_rate","KS2_history","Attainment_8","Progress_8","selective","POSTCODE","post16","school_sex","type","Ofsted_rating","sen_support","LSOA11","IMD"
"663",139788,20,"(England/Wales) Urban major conurbation","No religious character","38.8","3","West Midlands","Waverley Studio College",253,10.67194,100.9,"26.4",-1.42,0,"B9 5SX",1,"Mixed","Studio schools","Good",34.5864661654135,"E01009342",1
"664",139888,7.69230769230769,"(England/Wales) Urban major conurbation","No religious character","40.3","0.8","West Midlands","Washwood Heath Academy",1730,3.4104,101.7,"43.4",0.19,0,"B8 2AS",1,"Mixed","Academy converter","Good",14.1361256544503,"E01009490",1
"665",103501,4.54545454545455,"(England/Wales) Urban major conurbation","No religious character","31.3","30.2","West Midlands","Wheelers Lane Technology College",676,3.99408,104.6,"49.4",0.19,0,"B13 0SF",0,"Boys","Community school","Outstanding",23.3038348082596,"E01009179",5
"666",148187,6.66666666666667,"(England/Wales) Urban major conurbation","No religious character","54.7","3.3","West Midlands","City Academy",636,16.50943,100.6,"34.5",-0.49,0,"B15 2EF",0,"Mixed","Free schools","Requires improvement",11.5789473684211,"E01033624",3
"667",145120,11.9402985074627,"(England/Wales) Urban major conurbation","No religious character","42.8","5.4","West Midlands","Lordswood Boys' School",536,5.03731,100.7,"42.7",0.19,0,"B17 8BJ",0,"Boys","Academy converter","Good",8.67158671586716,"E01009066",5
"668",103531,2.4390243902439,"(England/Wales) Urban major conurbation","Roman Catholic","24.2","24.1","West Midlands","St Paul's School for Girls",1022,1.95695,107.3,"65.1",1.23,0,"B16 9SL",1,"Girls","Voluntary aided school","Outstanding",18.762278978389,"E01008988",3
"669",140863,3.35570469798658,"(England/Wales) Urban major conurbation","No religious character","34.2","16.5","West Midlands","The University of Birmingham School",1177,3.73832,104.8,"47.1",-0.1,0,"B29 6QU",1,"Mixed","Free schools","Good",10.2978723404255,"E01009295",5
"670",139746,3.74331550802139,"(England/Wales) Urban major conurbation","No religious character","35.9","2.7","West Midlands","Hamstead Hall Academy",1188,2.44108,101.2,"41.7",0.05,0,"B20 1HL",1,"Mixed","Academy converter","Good",14.5991561181435,"E01032591",6
"671",144306,21.2121212121212,"(England/Wales) Urban major conurbation","No religious character","68.3","29.5","West Midlands","Tile Cross Academy",622,9.6463,99.8,"38.1",-0.27,0,"B33 9UF",0,"Mixed","Academy sponsor led","Good",19.3181818181818,"E01009300",1
"672",138695,4.59770114942529,"(England/Wales) Urban major conurbation","No religious character","57.4","2.4","West Midlands","George Dixon Academy",1010,6.73267,100.5,"37",-0.23,0,"B16 9GD",1,"Mixed","Academy converter","Requires improvement",14.1592920353982,"E01009147",1
"673",147757,6.28571428571429,"(England/Wales) Urban major conurbation","No religious character","30.7","0.6","West Midlands","Starbank School",2176,0.59743,101,"45.1",0.45,0,"B10 9BT",0,"Mixed","Academy sponsor led","Good",16.2843004948268,"E01009326",1
"674",138137,12.7659574468085,"(England/Wales) Urban major conurbation","No religious character","45.1","28.2","West Midlands","Stockland Green School",746,1.60858,102,"39.8",-0.27,0,"B23 7JH",0,"Mixed","Academy converter","Good",13.2885906040268,"E01009410",1
"675",103503,7.69230769230769,"(England/Wales) Urban major conurbation","No religious character","40.3","2.6","West Midlands","Hodge Hill College",1216,2.54934,101.6,"43.5",0.18,0,"B36 8HB",0,"Mixed","Community school","Good",12.0788824979458,"E01009082",2
"676",137053,5.1063829787234,"(England/Wales) Urban major conurbation","No religious character","13.2","67.5","West Midlands","Plantsbrook School",1557,2.11946,106.4,"50.8",-0.01,0,"B72 1RB",1,"Mixed","Academy converter","Good",13.7153895685769,"E01009451",5
"677",143435,9.26517571884984,"(England/Wales) Urban major conurbation","No religious character","51.2","20.8","West Midlands","Fortis Academy",1325,15.69811,101.6,"39.7",-0.33,0,"B44 8NU",1,"Mixed","Academy converter","Good",14.7124719940254,"E01009223",4
"678",136944,1.69491525423729,"(England/Wales) Urban major conurbation","No religious character","13.7","79","West Midlands","Birmingham Ormiston Academy",997,0.60181,107.7,"53.5",0.07,0,"B4 7QD",1,"Mixed","Academy sponsor led","Good",14.387031408308,"E01033617",4
"679",103560,2.20994475138122,"(England/Wales) Urban major conurbation","Roman Catholic","35.3","48","West Midlands","Bishop Challoner Catholic College",1235,3.96761,106.6,"53.1",0.2,0,"B14 7EG",1,"Mixed","Voluntary aided school","Good",14.0662894098626,"E01009175",4
"680",141835,7.31707317073171,"(England/Wales) Urban major conurbation","Roman Catholic","44.5","42.3","West Midlands","St Thomas Aquinas Catholic School",1180,6.27119,103.8,"52.2",0.61,0,"B38 8AP",1,"Mixed","Academy converter","Good",13.3959044368601,"E01009117",1
"681",137034,5.74162679425837,"(England/Wales) Urban major conurbation","No religious character","53.9","1.5","West Midlands","Holyhead School",1247,7.05694,101.9,"41.4",-0.04,0,"B21 0HN",1,"Mixed","Academy converter","Good",26.3955342902711,"E01009354",1
"682",139841,6.34146341463415,"(England/Wales) Urban major conurbation","No religious character","48.9","0.2","West Midlands","Broadway Academy",1251,2.8777,102.2,"42.9",0.05,0,"B20 3DP",1,"Mixed","Academy converter","Good",14.7410358565737,"E01009051",1
"683",139994,9.49720670391061,"(England/Wales) Urban major conurbation","No religious character","36","3","West Midlands","Yardleys School",922,3.03688,103.8,"47.5",0.17,0,"B11 3EY",0,"Mixed","Academy converter","Good",15.04329004329,"E01009026",1
"684",103483,3.40136054421769,"(England/Wales) Urban major conurbation","No religious character","40.7","0.9","West Midlands","Hodge Hill Girls' School",751,1.59787,103.7,"48.9",0.31,0,"B36 8EY",0,"Girls","Community school","Good",11.096256684492,"E01009085",4
"685",137046,1.10497237569061,"(England/Wales) Urban major conurbation","Other Christian Faith","17.3","23.9","West Midlands","King Edward VI Five Ways School",1296,0.46296,114.9,"77.1",0.67,1,"B32 4BT",1,"Mixed","Academy converter","Good",6.22598001537279,"E01033629",2
"686",103493,0.833333333333333,"(England/Wales) Urban major conurbation","No religious character","46.7","0.5","West Midlands","Bordesley Green Girls' School & Sixth Form",966,2.58799,102,"48.6",0.6,0,"B9 4TR",1,"Girls","Community school","Good",12.603305785124,"E01009198",1
"687",137044,0.680272108843537,"(England/Wales) Urban major conurbation","Other Christian Faith","25.9","10","West Midlands","King Edward VI Camp Hill School for Girls",1108,0.45126,115.6,"82.3",0.97,1,"B14 7QJ",1,"Girls","Academy converter","Outstanding",1.35379061371841,"E01008963",2
"688",135970,2.23880597014925,"(England/Wales) Urban major conurbation","Church of England","61.2","0.5","West Midlands","Ark St Alban's Academy",881,6.46992,102.3,"46.4",0.26,0,"B12 0YH",1,"Mixed","Academy sponsor led","Good",11.454753722795,"E01009362",1
"689",137858,6.85714285714286,"(England/Wales) Urban major conurbation","No religious character","36.8","4","West Midlands","Hall Green School",919,4.89663,104.1,"47.1",0.08,0,"B28 0AA",0,"Mixed","Academy converter","Good",10.3410341034103,"E01009046",4
"690",137578,16.9642857142857,"(England/Wales) Urban major conurbation","No religious character","70.9","49.9","West Midlands","Ark Kings Academy",786,7.37913,101.6,"35.8",-0.53,0,"B38 9DE",1,"Mixed","Academy sponsor led","Good",26.875,"E01009107",1
"691",146124,9.43396226415094,"(England/Wales) Urban major conurbation","Roman Catholic","44.8","42.8","West Midlands","Archbishop Ilsley Catholic School",1172,6.65529,103.9,"44.7",-0.13,0,"B27 7XY",1,"Mixed","Academy converter","Good",13.9100932994063,"E01009015",3
"692",139048,12,"(England/Wales) Urban major conurbation","No religious character","51.1","60.7","West Midlands","Greenwood Academy",964,12.0332,103.5,"35.8",-1,0,"B35 7NL",1,"Mixed","Academy sponsor led","Good",14.3302180685358,"E01009097",1
"693",103534,9.64912280701754,"(England/Wales) Urban major conurbation","Roman Catholic","50.2","2","West Midlands","St John Wall Catholic School",647,8.80989,100.6,"48.5",0.82,0,"B21 8HH",0,"Mixed","Voluntary aided school","Good",7.93157076205288,"E01009272",1
"694",136592,3.26797385620915,"(England/Wales) Urban major conurbation","No religious character","25.5","14.5","West Midlands","King Edward VI Lordswood School for Girls",955,2.30366,104.2,"53.7",0.75,0,"B17 8QB",1,"Girls","Academy converter","Good",8.64067439409905,"E01009066",5
"695",139047,11.5789473684211,"(England/Wales) Urban major conurbation","No religious character","57.5","31.3","West Midlands","Four Dwellings Academy",557,8.07899,102.7,"47.6",0.22,0,"B32 1RJ",0,"Mixed","Academy sponsor led","Good",13.3093525179856,"E01009253",5
"696",112398,5.36585365853659,"(England/Wales) Urban city and town","Roman Catholic","27.4","91.4","North West","St Benedict's Catholic High School",1041,9.89433,103.7,"42.6",-0.29,0,"CA28 8UG",1,"Mixed","Voluntary aided school","Good",8.95091434071222,"E01019286",5
"697",137252,5.13833992094862,"(England/Wales) Rural town and fringe","No religious character","17.6","92.8","North West","William Howard School",1354,4.9483,103.5,"42",-0.19,0,"CA8 1AR",1,"Mixed","Academy converter","Good",13.1500742942051,"E01019202",5
"698",137254,1.18343195266272,"(England/Wales) Rural village","No religious character","18.2","92.7","North West","Caldew School",984,9.85772,103.3,"42.4",-0.19,0,"CA5 7NN",1,"Mixed","Academy converter","Good",12.0777891504606,"E01019214",7
"699",136902,1.93236714975845,"(England/Wales) Rural town and fringe in a sparse setting","No religious character","8.3","91.2","North West","Keswick School",1205,3.81743,106.2,"54.1",0.39,0,"CA12 5QB",1,"Mixed","Academy converter","Outstanding",7.63485477178423,"E01019104",7
"700",141499,9.33333333333333,"(England/Wales) Rural town and fringe","No religious character","31.1","95.7","North West","Workington Academy",1280,8.90625,102.3,"39.9",-0.19,0,"CA14 4EB",1,"Mixed","Academy sponsor led","Good",9.71786833855799,"E01019129",9
"701",140600,7.76699029126214,"(England/Wales) Rural hamlet and isolated dwellings","No religious character","24.5","96.5","North West","Energy Coast UTC",386,11.65803,102.8,"27.5",-1.62,0,"CA14 4JW",1,"Mixed","University technical college","Good",1.07816711590297,"E01019101",8
"702",112377,5.55555555555556,"(England/Wales) Rural town and fringe in a sparse setting","No religious character","37","97.1","North West","Solway Community School",138,2.89855,103.5,"24",-2.03,0,"CA7 4DD",0,"Mixed","Community school","Good",35.5072463768116,"E01019127",4
"703",112399,4.90196078431373,"(England/Wales) Urban city and town","Roman Catholic","32.2","78.9","North West","St John Henry Newman Catholic School",693,5.48341,102,"36.9",-0.69,0,"CA2 4NL",1,"Mixed","Voluntary aided school","Good",19.9134199134199,"E01019246",3
"704",135620,6.3953488372093,"(England/Wales) Urban city and town","No religious character","26.3","93.4","North West","Richard Rose Morton Academy",910,7.25275,102.8,"43.3",0.03,0,"CA2 6LB",1,"Mixed","Academy sponsor led","Requires improvement",10.8501118568233,"E01019253",8
"705",135621,4.8780487804878,"(England/Wales) Urban city and town","No religious character","31.3","78.1","North West","Richard Rose Central Academy",1051,7.89724,103.5,"41.7",-0.34,0,"CA1 1LY",1,"Mixed","Academy sponsor led","Requires improvement",5.74712643678161,"E01019237",6
"706",112388,3.88349514563107,"(England/Wales) Rural town and fringe","No religious character","19.5","89.9","North West","Millom School",481,7.90021,102.8,"41.6",-0.24,0,"LA18 5AB",1,"Mixed","Community school","Good",12.6050420168067,"E01019290",3
"707",137369,5.10948905109489,"(England/Wales) Urban city and town","Church of England","19.1","74.7","North West","Trinity School",1696,7.66509,104.5,"45.2",-0.15,0,"CA1 1JB",1,"Mixed","Academy converter","Requires improvement",17.060212514758,"E01019206",2
"708",112375,8,"(England/Wales) Rural hamlet and isolated dwellings in a sparse setting","No religious character","35","96.5","North West","Beacon Hill Community School",142,0.70423,103.8,"30.7",-1.37,0,"CA7 3EZ",0,"Mixed","Community school","Good",29.7872340425532,"E01019082",5
"709",146634,10.6382978723404,"(England/Wales) Urban city and town","No religious character","32.4","96.2","North West","The Whitehaven Academy",763,5.76671,103,"41.7",-0.24,0,"CA28 8TY",1,"Mixed","Academy sponsor led","Good",16.4473684210526,"E01019286",5
"710",148703,11,"(England/Wales) Urban city and town","Roman Catholic","38","87","North West","St Josephs Catholic High School, Workington",501,7.18563,102.9,"36.9",-0.63,0,"CA14 3EE",0,"Mixed","Academy converter","Requires improvement",14.7572815533981,"E01019118",4
"711",112382,15.7894736842105,"(England/Wales) Rural town and fringe","No religious character","37.8","96.1","North West","Netherhall School",831,0.9627,103.6,"38",-0.69,0,"CA15 6NT",1,"Mixed","Community school","Good",16.9082125603865,"E01019114",4
"712",135632,7.17948717948718,"(England/Wales) Rural town and fringe","No religious character","25.4","91.1","North West","West Lakes Academy",1152,11.63194,104.3,"42.2",-0.42,0,"CA22 2DQ",1,"Mixed","Academy sponsor led","Outstanding",19.5121951219512,"E01019274",4
"713",142306,3.65296803652968,"(England/Wales) Rural town and fringe","No religious character","13.9","93.1","North West","Cockermouth School",1279,1.17279,105.3,"51.4",0.21,0,"CA13 9HF",1,"Mixed","Academy converter","Good",12.7626459143969,"E01019079",9
"714",112397,6.37254901960784,"(England/Wales) Rural town and fringe","No religious character","12.5","93.1","North West","The Nelson Thomlinson School",1189,4.03701,105,"47",-0.1,0,"CA7 9PX",1,"Mixed","Voluntary controlled school","Good",14.010067114094,"E01019134",7
"715",137339,1.43540669856459,"(England/Wales) Urban city and town","No religious character","11.3","57.9","East of England","St Albans Girls' School",1438,0.55633,106.4,"56.5",0.55,0,"AL3 6DB",1,"Girls","Academy converter","Outstanding",14.3154968728284,"E01023713",9
"716",136901,1.66666666666667,"(England/Wales) Urban city and town","No religious character","4.8","63.2","East of England","St Clement Danes School",1594,0.75282,109,"63.8",0.74,0,"WD3 6EW",1,"Mixed","Academy converter","Outstanding",13.0952380952381,"E01023817",10
"717",146440,10.2564102564103,"(England/Wales) Urban major conurbation","No religious character","35.4","60.5","East of England","Laureate Academy",746,34.31635,103.2,"41.7",-0.23,0,"HP1 3DW",1,"Mixed","Academy sponsor led","Good",15.0265957446809,"E01023391",8
"718",137872,3.88888888888889,"(England/Wales) Urban major conurbation","No religious character","18.2","53.6","East of England","Bushey Meads School",1218,16.58456,104.6,"42.1",-0.45,0,"WD23 4PA",1,"Mixed","Academy converter","Good",16.4056059356966,"E01023561",7
"719",137224,6.38297872340426,"(England/Wales) Urban city and town","No religious character","24.6","63.4","East of England","Mount Grace School",513,15.59454,104.6,"42.2",-0.48,0,"EN6 1EZ",1,"Mixed","Academy converter","Requires improvement",18.503937007874,"E01023580",9
"720",117555,6.42857142857143,"(England/Wales) Urban city and town","Church of England","22.9","49.6","East of England","Townsend Church of England School",766,14.75196,103.7,"48.2",0.14,0,"AL3 6DR",1,"Mixed","Voluntary aided school","Good",21.1810012836971,"E01023671",6
"721",136973,1.57068062827225,"(England/Wales) Urban city and town","No religious character","6.3","74.7","East of England","Roundwood Park School",1360,1.17647,108.4,"62.5",0.79,0,"AL5 3AE",1,"Mixed","Academy converter","Outstanding",2.48175182481752,"E01023690",10
"722",137985,1.11731843575419,"(England/Wales) Urban city and town","No religious character","9.1","77.9","East of England","Presdales School",1179,1.4419,107.6,"58.8",0.61,0,"SG12 9NX",1,"Girls","Academy converter","Outstanding",4.59574468085106,"E01023510",10
"723",139154,3.01204819277108,"(England/Wales) Urban city and town","No religious character","7.2","71.2","East of England","Hitchin Boys' School",1322,2.87443,106.5,"56.3",0.57,0,"SG5 1JB",1,"Boys","Academy converter","Outstanding",16.9324221716021,"E01023616",9
"724",138352,1.70212765957447,"(England/Wales) Urban city and town","Church of England","8.8","81.3","East of England","Tring School",1565,1.40575,106.1,"51.3",0.21,0,"HP23 5JD",1,"Mixed","Academy converter","Good",19.515306122449,"E01023421",10
